date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:41:37	3070/3070	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Dec%202022%2005:53:26%20GMT	https://ikwhat.com/repository-016/thara/assets/css/nice-select.min.css	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/css/nice-select.min.css	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:37	3116/3116	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Dec%202022%2005:53:26%20GMT	https://ikwhat.com/repository-016/thara/assets/css/odometer.min.css	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/css/odometer.min.css	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:38	72782/72782	---M--	200	added ('OK')	text/css	date:Fri,%2031%20Mar%202023%2010:16:52%20GMT	https://ikwhat.com/repository-016/thara/assets/css/style.css	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/css/style.css	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:38	27234/27234	---M--	200	added ('OK')	text/css	date:Fri,%2031%20Mar%202023%2011:29:28%20GMT	https://ikwhat.com/repository-016/thara/assets/css/responsive.css	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/css/responsive.css	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:38	2257/2257	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Mar%202023%2015:03:12%20GMT	https://ikwhat.com/repository-016/thara/assets/img/favicon.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/favicon.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:38	9301/9301	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Mar%202023%2015:09:10%20GMT	https://ikwhat.com/repository-016/thara/assets/img/logo.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/logo.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:38	16716/16716	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2011:18:04%20GMT	https://ikwhat.com/repository-016/thara/about.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/about.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:39	16283/16283	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:08:38%20GMT	https://ikwhat.com/repository-016/thara/services-style-one.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-style-one.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:39	16028/16028	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:58%20GMT	https://ikwhat.com/repository-016/thara/services-details-Systeme-De-Detection-Intrusion.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Systeme-De-Detection-Intrusion.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:39	15301/15301	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:16%20GMT	https://ikwhat.com/repository-016/thara/services-details-Systeme-De-Detection-Incendie.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Systeme-De-Detection-Incendie.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:39	13656/13656	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:05:38%20GMT	https://ikwhat.com/repository-016/thara/services-details-Systeme-De-Detection-Extinction-Automatique-Incendie.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Systeme-De-Detection-Extinction-Automatique-Incendie.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:39	15899/15899	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:07:28%20GMT	https://ikwhat.com/repository-016/thara/services-details-Systeme-De-Video-surveillance.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Systeme-De-Video-surveillance.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:40	16311/16311	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:05:08%20GMT	https://ikwhat.com/repository-016/thara/services-details-Systeme-De-Controle-Dacces.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Systeme-De-Controle-Dacces.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:40	15100/15100	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:07:50%20GMT	https://ikwhat.com/repository-016/thara/services-details-Systeme-De-Videophonie-Interphonie.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Systeme-De-Videophonie-Interphonie.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:40	13944/13944	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:08:14%20GMT	https://ikwhat.com/repository-016/thara/services-details-Tracking-Et-Geolocalisation.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details-Tracking-Et-Geolocalisation.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:40	14449/14449	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:49:58%20GMT	https://ikwhat.com/repository-016/thara/contact.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/contact.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:40	6918/6918	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Mar%202023%2015:10:36%20GMT	https://ikwhat.com/repository-016/thara/assets/img/banner/banner-logo.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/banner/banner-logo.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:41	94358/94358	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-1.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-1.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:41	140715/140715	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-2.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-2.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:41	166287/166287	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-3.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-3.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:41	214282/214282	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-4.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-4.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:42	80839/80839	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-5.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-5.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:42	24867/24867	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-6.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-6.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:42	80998/80998	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-7.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-7.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:42	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2018:41:45%20GMT	https://ikwhat.com/repository-016/thara/services-details.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/services-details.html	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:42	110966/110966	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:54:04%20GMT	https://ikwhat.com/repository-016/thara/assets/img/services/services-8.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/services/services-8.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:43	173867/173867	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:30%20GMT	https://ikwhat.com/repository-016/thara/assets/img/about-img.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/about-img.jpg	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:43	5890/5890	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2005:54:00%20GMT	https://ikwhat.com/repository-016/thara/assets/img/partner/partner-1.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/partner/partner-1.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:43	5207/5207	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2005:54:00%20GMT	https://ikwhat.com/repository-016/thara/assets/img/partner/partner-2.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/partner/partner-2.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:43	4500/4500	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2005:54:00%20GMT	https://ikwhat.com/repository-016/thara/assets/img/partner/partner-3.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/partner/partner-3.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:43	7029/7029	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2005:54:00%20GMT	https://ikwhat.com/repository-016/thara/assets/img/partner/partner-4.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/partner/partner-4.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:44	4563/4563	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2005:54:00%20GMT	https://ikwhat.com/repository-016/thara/assets/img/partner/partner-5.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/partner/partner-5.png	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2018:41:47%20GMT	https://ikwhat.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:44	89664/89664	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/jquery.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/jquery.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:44	80376/80376	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/bootstrap.bundle.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:44	4020/4020	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/meanmenu.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/meanmenu.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:45	44143/44143	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:40%20GMT	https://ikwhat.com/repository-016/thara/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/owl.carousel.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:45	2945/2945	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/nice-select.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/nice-select.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:45	20219/20219	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/magnific-popup.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/magnific-popup.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:45	15505/15505	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/jarallax.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/jarallax.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:45	1266/1266	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:36%20GMT	https://ikwhat.com/repository-016/thara/assets/js/appear.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/appear.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:46	10264/10264	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/odometer.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/odometer.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:46	7433/7433	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/smoothscroll.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/smoothscroll.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:46	6063/6063	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/form-validator.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/form-validator.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:46	2046/2046	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/contact-form-script.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/contact-form-script.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:46	2381/2381	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:36%20GMT	https://ikwhat.com/repository-016/thara/assets/js/ajaxchimp.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/ajaxchimp.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:47	8157/8157	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:40%20GMT	https://ikwhat.com/repository-016/thara/assets/js/wow.min.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/wow.min.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:47	8940/8940	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Dec%202022%2005:53:38%20GMT	https://ikwhat.com/repository-016/thara/assets/js/custom.js	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/js/custom.js	(from https://ikwhat.com/repository-016/thara/index-6.html)
19:41:47	153/153	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2011:55:46%20GMT	https://ikwhat.com/repository-016/thara/assets/css/owl.video.play.html	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/css/owl.video.play.html	(from https://ikwhat.com/repository-016/thara/assets/css/owl.carousel.min.css)
19:41:48	404773/404773	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/boxicons.eot	(from https://ikwhat.com/repository-016/thara/assets/css/boxicons.min.css)
19:41:48	117788/117788	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/boxicons.woff2	(from https://ikwhat.com/repository-016/thara/assets/css/boxicons.min.css)
19:41:49	320012/320012	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/boxicons.woff	(from https://ikwhat.com/repository-016/thara/assets/css/boxicons.min.css)
19:41:49	319936/319936	---M--	200	added ('OK')	font/ttf	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/boxicons.ttf	(from https://ikwhat.com/repository-016/thara/assets/css/boxicons.min.css)
19:41:49	17986/17986	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/Flaticon.eot	(from https://ikwhat.com/repository-016/thara/assets/css/flaticon.css)
19:41:49	17986/17986	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/Flaticond41d.eot?	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/Flaticond41dd41d.eot	(from https://ikwhat.com/repository-016/thara/assets/css/flaticon.css)
19:41:49	9444/9444	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Dec%202022%2005:53:30%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/Flaticon.woff2	(from https://ikwhat.com/repository-016/thara/assets/css/flaticon.css)
19:41:49	11248/11248	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Dec%202022%2005:53:30%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/Flaticon.woff	(from https://ikwhat.com/repository-016/thara/assets/css/flaticon.css)
19:41:50	1240624/1240624	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Dec%202022%2005:53:28%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/boxiconsd41d.svg?	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/boxiconsd41dd41d.svg	(from https://ikwhat.com/repository-016/thara/assets/css/boxicons.min.css)
19:41:50	17808/17808	---M--	200	added ('OK')	font/ttf	date:Mon,%2005%20Dec%202022%2005:53:30%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/Flaticon.ttf	(from https://ikwhat.com/repository-016/thara/assets/css/flaticon.css)
19:41:50	107884/107884	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Dec%202022%2005:53:30%20GMT	https://ikwhat.com/repository-016/thara/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/fonts/Flaticon.svg	(from https://ikwhat.com/repository-016/thara/assets/css/flaticon.css)
19:41:50	18218/18218	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:54%20GMT	https://ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-1.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-1.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:50	118294/118294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:54%20GMT	https://ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-2.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-2.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:51	152526/152526	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:54%20GMT	https://ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-4.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-4.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:51	121822/121822	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:36%20GMT	https://ikwhat.com/repository-016/thara/assets/img/testimonials-bg.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/testimonials-bg.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:51	337685/337685	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:56%20GMT	https://ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-5.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/banner/banner-bg-5.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:51	377041/377041	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:32%20GMT	https://ikwhat.com/repository-016/thara/assets/img/footer-bg.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/footer-bg.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:51	30146/30146	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Dec%202022%2005:53:34%20GMT	https://ikwhat.com/repository-016/thara/assets/img/page-bg-shape.png	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/page-bg-shape.png	(from https://ikwhat.com/repository-016/thara/assets/css/style.css)
19:41:52	195315/195315	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:30%20GMT	https://ikwhat.com/repository-016/thara/assets/img/approach-img.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/approach-img.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/responsive.css)
19:41:52	133444/133444	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Dec%202022%2005:53:34%20GMT	https://ikwhat.com/repository-016/thara/assets/img/protect-img.jpg	C:/My%20Web%20Sites/thara%20service/ikwhat.com/repository-016/thara/assets/img/protect-img.jpg	(from https://ikwhat.com/repository-016/thara/assets/css/responsive.css)
